fecha,precipitacion
20090329,0.0
20090330,0.0
20090331,0.0
20090401,0.0
20090402,0.0
20090403,0.0
20090404,0.0
20090405,0.0
20090406,13.4
20090407,0.0
20090408,0.0
20090409,0.0
20090410,22.3
20090411,5.6
20090412,0.0
20090413,0.0
20090414,4.5
20090415,0.0
20090416,0.1
20090417,0.0
20090418,0.0
20090419,0.0
20090420,0.0
20090421,0.0
20090422,0.0
20090423,0.0
20090424,0.0
20090425,0.0
20090426,0.0
20090427,0.1
20090428,0.0
20090429,0.0
20090430,0.0
20090501,0.0
20090502,0.0
20090503,0.0
20090504,0.0
20090505,0.0
20090506,0.0
20090507,0.0
20090508,0.0
20090509,2.4
20090510,1.1
20090511,0.5
20090512,1.3
20090513,0.0
20090514,0.0
20090515,0.0
20090516,0.0
20090517,0.0
20090518,0.0
20090519,0.0
20090520,8.7
20090521,0.0
20090522,0.0
20090523,4.8
20090524,0.0
20090525,0.0
20090526,0.0
20090527,0.0
20090528,0.0
20090529,0.0
20090530,0.0
20090531,0.0
20090601,0.0
20090602,0.0
20090603,0.0
20090604,0.1
20090605,0.0
20090606,0.3
20090607,0.0
20090608,0.0
20090609,0.0
20090610,0.0
20090611,0.0
20090612,0.0
20090613,0.0
20090614,0.1
20090615,0.1
20090616,1.4
20090617,0.0
20090618,0.0
20090619,0.0
20090620,0.0
20090621,0.0
20090622,0.0
20090623,0.0
20090624,0.0
20090625,0.0
20090626,0.0
20090627,0.0
20090628,0.0
20090629,0.0
20090630,0.0
20090701,0.0
20090702,0.0
20090703,5.4
20090704,0.0
20090705,0.0
20090706,0.0
20090707,0.0
20090708,0.0
20090709,0.0
20090710,0.0
20090711,0.0
20090712,0.0
20090713,0.0
20090714,0.0
20090715,0.0
20090716,0.0
20090717,0.0
20090718,0.0
20090719,0.0
20090720,0.0
20090721,1.0
20090722,0.0
20090723,0.0
20090724,0.0
20090725,0.0
20090726,0.0
20090727,0.0
20090728,0.0
20090729,0.0
20090730,0.0
20090731,0.0
20090801,0.0
20090802,0.0
20090803,0.0
20090804,0.0
20090805,5.1
20090806,0.0
20090807,0.0
20090808,3.4
20090809,0.0
20090810,0.0
20090811,0.0
20090812,0.0
20090813,0.0
20090814,0.0
20090815,0.0
20090816,0.0
20090817,0.0
20090818,0.0
20090819,0.0
20090820,0.0
20090821,0.0
20090822,0.0
20090823,0.0
20090824,0.0
20090825,0.0
20090826,0.0
20090827,0.0
20090828,0.0
20090829,0.0
20090830,0.0
20090831,0.0
20090901,0.3
20090902,0.0
20090903,0.0
20090904,0.0
20090905,0.0
20090906,0.0
20090907,0.0
20090908,0.0
20090909,0.0
20090910,0.0
20090911,0.0
20090912,4.1
20090913,0.0
20090914,0.0
20090915,0.0
20090916,0.0
20090917,8.1
20090918,2.2
20090919,0.0
20090920,0.0
20090921,0.0
20090922,0.0
20090923,0.0
20090924,0.0
20090925,0.0
20090926,0.0
20090927,0.0
20090928,0.0
20090929,1.4
20090930,0.0
20091001,0.0
20091002,0.0
20091003,0.0
20091004,0.0
20091005,0.0
20091006,0.0
20091007,1.6
20091008,0.2
20091009,0.0
20091010,0.0
20091011,0.0
20091012,0.0
20091013,0.0
20091014,0.0
20091015,0.0
20091016,0.0
20091017,0.0
20091018,0.0
20091019,0.0
20091020,2.1
20091021,5.4
20091022,2.6
20091023,0.0
20091024,0.0
20091025,0.0
20091026,0.0
20091027,0.0
20091028,0.0
20091029,0.0
20091030,0.0
20091031,0.0
20091101,1.9
20091102,0.0
20091103,0.0
20091104,0.0
20091105,0.8
20091106,0.0
20091107,0.6
20091108,9.0
20091109,0.0
20091110,0.0
20091111,0.0
20091112,0.0
20091113,0.0
20091114,0.0
20091115,0.0
20091116,0.0
20091117,0.0
20091118,0.0
20091119,0.0
20091120,0.0
20091121,1.2
20091122,0.0
20091123,0.0
20091124,0.0
20091125,0.0
20091126,0.2
20091127,0.0
20091128,0.0
20091129,4.6
20091130,1.6
20091201,0.0
20091202,4.7
20091203,0.0
20091204,0.0
20091205,0.0
20091206,0.1
20091207,0.5
20091208,0.0
20091209,0.0
20091210,0.0
20091211,0.0
20091212,0.0
20091213,0.0
20091214,0.0
20091215,0.0
20091216,4.9
20091217,3.0
20091218,0.0
20091219,0.0
20091220,0.5
20091221,2.3
20091222,4.2
20091223,2.5
20091224,5.8
20091225,11.6
20091226,5.9
20091227,0.0
20091228,0.0
20091229,0.2
20091230,0.0
20091231,1.1
20100101,0.0
20100102,0.0
20100103,1.8
20100104,13.0
20100105,1.0
20100106,0.0
20100107,4.1
20100108,0.0
20100109,0.0
20100110,0.5
20100111,0.0
20100112,5.1
20100113,6.6
20100114,2.2
20100115,0.0
20100116,1.1
20100117,0.0
20100118,0.2
20100119,0.0
20100120,0.0
20100121,0.0
20100122,0.0
20100123,0.0
20100124,0.0
20100125,0.0
20100126,0.0
20100127,0.0
20100128,0.0
20100129,0.0
20100130,0.0
20100131,0.6
20100201,0.0
20100202,0.0
20100203,0.0
20100204,0.4
20100205,0.0
20100206,0.0
20100207,0.0
20100208,6.4
20100209,0.0
20100210,0.0
20100211,0.0
20100212,0.0
20100213,0.0
20100214,0.0
20100215,2.2
20100216,5.1
20100217,2.4
20100218,0.5
20100219,0.0
20100220,0.0
20100221,0.5
20100222,0.9
20100223,0.3
20100224,0.2
20100225,0.0
20100226,0.8
20100227,1.9
20100228,0.5
20100301,0.0
20100302,3.8
20100303,4.8
20100304,0.0
20100305,0.0
20100306,0.0
20100307,0.8
20100308,0.0
20100309,0.0
20100310,0.0
20100311,0.0
20100312,0.0
20100313,0.0
20100314,0.0
20100315,0.0
20100316,0.0
20100317,0.0
20100318,0.0
20100319,0.2
20100320,0.0
20100321,0.0
20100322,0.0
20100323,0.0
20100324,19.9
20100325,0.9
20100326,0.0
20100327,0.0
20100328,0.0
20100329,1.1
20100330,0.2
20100331,0.3
20100401,0.0
20100402,0.0
20100403,0.2
20100404,0.0
20100405,0.0
20100406,0.0
20100407,1.5
20100408,0.0
20100409,0.0
20100410,0.0
20100411,0.0
20100412,0.0
20100413,1.3
20100414,0.7
20100415,0.3
20100416,0.0
20100417,4.5
20100418,2.8
20100419,0.0
20100420,0.0
20100421,3.3
20100422,4.8
20100423,0.0
20100424,0.0
20100425,0.0
20100426,0.0
20100427,0.0
20100428,0.0
20100429,0.0
20100430,21.0
20100501,1.1
20100502,0.0
20100503,0.0
20100504,0.0
20100505,0.0
20100506,0.0
20100507,2.2
20100508,5.3
20100509,0.6
20100510,0.2
20100511,3.9
20100512,0.3
20100513,0.0
20100514,0.0
20100515,0.0
20100516,0.0
20100517,0.0
20100518,0.0
20100519,0.0
20100520,0.0
20100521,0.0
20100522,0.0
20100523,0.0
20100524,0.0
20100525,0.0
20100526,0.0
20100527,1.4
20100528,0.0
20100529,0.0
20100530,0.0
20100531,0.0
20100601,0.0
20100602,0.0
20100603,0.0
20100604,0.0
20100605,0.9
20100606,0.0
20100607,0.0
20100608,0.1
20100609,4.3
20100610,0.0
20100611,1.4
20100612,6.2
20100613,0.0
20100614,0.0
20100615,0.0
20100616,8.1
20100617,0.0
20100618,0.0
20100619,0.0
20100620,0.0
20100621,0.0
20100622,0.0
20100623,0.0
20100624,0.0
20100625,0.0
20100626,0.0
20100627,0.2
20100628,0.0
20100629,0.0
20100630,0.0
20100701,0.0
20100702,0.6
20100703,0.4
20100704,0.0
20100705,0.0
20100706,0.0
20100707,0.0
20100708,0.0
20100709,0.0
20100710,0.0
20100711,6.1
20100712,0.0
20100713,0.0
20100714,0.0
20100715,0.0
20100716,0.0
20100717,0.0
20100718,0.0
20100719,0.0
20100720,0.0
20100721,0.0
20100722,0.0
20100723,0.0
20100724,0.0
20100725,0.0
20100726,0.0
20100727,0.0
20100728,0.0
20100729,0.0
20100730,0.0
20100731,0.0
20100801,0.0
20100802,0.0
20100803,0.0
20100804,0.0
20100805,0.0
20100806,0.0
20100807,0.0
20100808,0.0
20100809,0.0
20100810,0.0
20100811,0.0
20100812,0.0
20100813,0.0
20100814,0.0
20100815,0.0
20100816,0.0
20100817,0.0
20100818,0.0
20100819,3.3
20100820,0.0
20100821,0.0
20100822,0.0
20100823,0.0
20100824,0.0
20100825,0.0
20100826,0.0
20100827,0.0
20100828,0.0
20100829,0.0
20100830,0.0
20100831,0.0
20100901,1.8
20100902,0.0
20100903,0.0
20100904,0.0
20100905,0.0
20100906,0.0
20100907,0.0
20100908,0.0
20100909,0.0
20100910,0.0
20100911,0.0
20100912,0.0
20100913,0.0
20100914,0.0
20100915,0.0
20100916,1.5
20100917,11.0
20100918,0.0
20100919,0.0
20100920,0.0
20100921,0.0
20100922,0.0
20100923,3.4
20100924,0.0
20100925,0.0
20100926,0.0
20100927,0.0
20100928,0.0
20100929,0.0
20100930,0.0
20101001,0.0
20101002,0.0
20101003,0.0
20101004,0.0
20101005,0.0
20101006,0.0
20101007,0.0
20101008,0.0
20101009,28.1
20101010,1.8
20101011,4.5
20101012,2.2
20101013,0.0
20101014,0.0
20101015,0.0
20101016,0.0
20101017,0.0
20101018,0.0
20101019,0.0
20101020,0.0
20101021,0.0
20101022,0.0
20101023,0.0
20101024,0.6
20101025,0.0
20101026,0.0
20101027,0.0
20101028,0.0
20101029,0.0
20101030,0.2
20101031,0.3
20101101,0.0
20101102,0.0
20101103,0.0
20101104,0.0
20101105,0.0
20101106,0.0
20101107,0.1
20101108,2.7
20101109,0.0
20101110,0.0
20101111,0.0
20101112,0.0
20101113,0.0
20101114,3.4
20101115,0.0
20101116,0.0
20101117,1.9
20101118,0.0
20101119,2.0
20101120,2.1
20101121,1.8
20101122,0.0
20101123,0.0
20101124,0.0
20101125,0.0
20101126,0.0
20101127,0.0
20101128,0.0
20101129,4.4
20101130,1.1
20101201,0.0
20101202,0.0
20101203,0.0
20101204,0.0
20101205,1.0
20101206,0.4
20101207,0.0
20101208,0.6
20101209,0.1
20101210,0.0
20101211,0.0
20101212,0.0
20101213,0.0
20101214,0.0
20101215,0.0
20101216,0.0
20101217,0.0
20101218,0.0
20101219,0.0
20101220,0.1
20101221,1.6
20101222,9.9
20101223,0.3
20101224,0.0
20101225,0.0
20101226,0.0
20101227,0.0
20101228,0.0
20101229,0.0
20101230,0.3
20101231,0.0
20110101,0.0
20110102,0.0
20110103,0.0
20110104,3.8
20110105,2.9
20110106,0.0
20110107,0.0
20110108,0.1
20110109,3.0
20110110,0.0
20110111,0.0
20110112,0.0
20110113,0.0
20110114,0.0
20110115,0.1
20110116,0.0
20110117,0.0
20110118,0.0
20110119,1.5
20110120,0.0
20110121,0.0
20110122,0.0
20110123,0.0
20110124,0.0
20110125,0.0
20110126,0.0
20110127,1.1
20110128,5.3
20110129,0.0
20110130,0.2
20110131,0.0
20110201,0.0
20110202,0.0
20110203,0.0
20110204,0.0
20110205,0.0
20110206,0.0
20110207,0.0
20110208,0.0
20110209,0.0
20110210,0.0
20110211,0.0
20110212,0.0
20110213,1.5
20110214,2.3
20110215,0.2
20110216,0.2
20110217,0.0
20110218,0.0
20110219,4.0
20110220,0.4
20110221,6.2
20110222,0.0
20110223,0.0
20110224,0.0
20110225,0.0
20110226,0.0
20110227,0.6
20110228,0.0
20110301,0.0
20110302,0.0
20110303,0.5
20110304,0.7
20110305,0.0
20110306,0.0
20110307,0.0
20110308,0.0
20110309,0.0
20110310,0.0
20110311,17.7
20110312,2.7
20110313,0.0
20110314,12.7
20110315,18.3
20110316,0.0
20110317,0.0
20110318,0.0
20110319,0.0
20110320,0.0
20110321,0.0
20110322,1.4
20110323,0.3
20110324,5.2
20110325,0.7
20110326,0.2
20110327,1.3
20110328,0.0
20110329,1.8
20110330,0.0
20110331,0.0
20110401,0.0
20110402,0.0
20110403,0.5
20110404,0.0
20110405,0.0
20110406,0.0
20110407,0.0
20110408,0.0
20110409,0.0
20110410,0.0
20110411,0.0
20110412,0.0
20110413,0.0
20110414,0.0
20110415,0.0
20110416,0.0
20110417,0.0
20110418,0.0
20110419,0.0
20110420,3.8
20110421,9.9
20110422,4.2
20110423,16.4
20110424,15.1
20110425,0.0
20110426,0.0
20110427,0.0
20110428,0.0
20110429,0.0
20110430,0.6
20110501,0.0
20110502,0.0
20110503,0.0
20110504,0.0
20110505,0.0
20110506,0.0
20110507,13.3
20110508,0.0
20110509,0.0
20110510,0.0
20110511,0.0
20110512,0.0
20110513,0.0
20110514,0.1
20110515,0.0
20110516,0.0
20110517,0.0
20110518,0.0
20110519,0.0
20110520,0.0
20110521,0.0
20110522,0.0
20110523,0.0
20110524,0.0
20110525,0.0
20110526,4.1
20110527,0.0
20110528,0.0
20110529,8.8
20110530,4.4
20110531,0.0
20110601,0.0
20110602,0.0
20110603,1.3
20110604,1.8
20110605,0.0
20110606,8.0
20110607,0.0
20110608,0.0
20110609,0.1
20110610,0.0
20110611,0.0
20110612,0.0
20110613,0.0
20110614,0.0
20110615,0.0
20110616,0.0
20110617,0.0
20110618,0.0
20110619,0.0
20110620,0.0
20110621,2.3
20110622,0.0
20110623,0.0
20110624,0.0
20110625,0.0
20110626,0.0
20110627,0.0
20110628,0.0
20110629,0.0
20110630,0.0
20110701,0.0
20110702,0.0
20110703,10.1
20110704,0.3
20110705,0.0
20110706,0.0
20110707,0.0
20110708,0.0
20110709,0.0
20110710,0.0
20110711,0.0
20110712,1.3
20110713,0.0
20110714,0.0
20110715,0.0
20110716,0.0
20110717,0.0
20110718,2.6
20110719,0.0
20110720,0.0
20110721,0.0
20110722,0.0
20110723,0.0
20110724,0.0
20110725,0.0
20110726,0.0
20110727,0.0
20110728,0.0
20110729,0.0
20110730,0.0
20110731,0.0
20110801,0.0
20110802,0.0
20110803,0.0
20110804,0.0
20110805,5.9
20110806,0.0
20110807,0.0
20110808,0.0
20110809,0.0
20110810,0.0
20110811,0.0
20110812,0.0
20110813,0.0
20110814,0.0
20110815,0.0
20110816,0.0
20110817,0.1
20110818,0.0
20110819,0.0
20110820,0.0
20110821,0.0
20110822,0.3
20110823,0.0
20110824,0.0
20110825,0.0
20110826,0.2
20110827,0.0
20110828,0.0
20110829,0.0
20110830,0.0
20110831,0.0
20110901,0.0
20110902,1.7
20110903,0.0
20110904,0.0
20110905,0.0
20110906,0.0
20110907,0.0
20110908,0.0
20110909,0.0
20110910,0.0
20110911,0.0
20110912,0.0
20110913,0.0
20110914,0.0
20110915,0.0
20110916,0.7
20110917,0.0
20110918,0.0
20110919,0.0
20110920,0.0
20110921,3.0
20110922,0.0
20110923,0.3
20110924,0.0
20110925,0.0
20110926,0.0
20110927,0.0
20110928,0.0
20110929,0.0
20110930,0.0
20111001,0.0
20111002,0.0
20111003,0.0
20111004,0.0
20111005,0.0
20111006,0.0
20111007,0.0
20111008,0.0
20111009,0.0
20111010,0.0
20111011,0.0
20111012,0.0
20111013,0.0
20111014,0.0
20111015,0.0
20111016,0.0
20111017,0.0
20111018,0.0
20111019,0.0
20111020,0.0
20111021,0.0
20111022,0.0
20111023,0.0
20111024,6.7
20111025,0.0
20111026,2.2
20111027,2.5
20111028,0.0
20111029,0.0
20111030,0.0
20111031,0.0
20111101,0.0
20111102,2.2
20111103,9.8
20111104,28.6
20111105,0.8
20111106,0.0
20111107,1.9
20111108,0.0
20111109,0.0
20111110,1.5
20111111,0.0
20111112,0.0
20111113,0.0
20111114,31.5
20111115,0.0
20111116,0.0
20111117,0.3
20111118,0.3
20111119,0.0
20111120,1.0
20111121,0.1
20111122,1.1
20111123,0.0
20111124,0.0
20111125,0.3
20111126,0.0
20111127,0.0
20111128,0.0
20111129,0.0
20111130,0.0
20111201,0.0
20111202,3.9
20111203,0.0
20111204,0.0
20111205,0.0
20111206,0.0
20111207,0.0
20111208,0.0
20111209,0.0
20111210,0.0
20111211,0.0
20111212,0.0
20111213,0.0
20111214,0.0
20111215,0.0
20111216,5.7
20111217,0.0
20111218,0.0
20111219,0.0
20111220,0.0
20111221,0.0
20111222,0.0
20111223,0.0
20111224,0.0
20111225,0.0
20111226,0.0
20111227,0.0
20111228,0.0
20111229,0.0
20111230,0.0
20111231,0.0
20120101,0.0
20120102,0.7
20120103,0.0
20120104,0.0
20120105,0.0
20120106,0.0
20120107,0.0
20120108,0.0
20120109,0.0
20120110,0.0
20120111,0.0
20120112,0.0
20120113,0.0
20120114,0.0
20120115,2.1
20120116,3.0
20120117,0.0
20120118,0.0
20120119,0.0
20120120,0.0
20120121,0.0
20120122,0.0
20120123,0.0
20120124,0.0
20120125,0.0
20120126,0.0
20120127,0.1
20120128,0.1
20120129,0.0
20120130,0.0
20120131,0.0
20120201,0.0
20120202,0.0
20120203,0.0
20120204,0.0
20120205,1.8
20120206,0.0
20120207,0.0
20120208,0.0
20120209,0.0
20120210,0.0
20120211,0.0
20120212,0.0
20120213,0.0
20120214,0.0
20120215,0.0
20120216,0.0
20120217,0.0
20120218,0.0
20120219,0.0
20120220,0.0
20120221,0.0
20120222,0.0
20120223,0.0
20120224,0.0
20120225,0.0
20120226,0.0
20120227,0.0
20120228,0.0
20120229,0.0
20120301,0.0
20120302,3.3
20120303,0.0
20120304,1.5
20120305,0.0
20120306,0.0
20120307,0.0
20120308,0.0
20120309,0.0
20120310,0.0
20120311,0.0
20120312,0.0
20120313,0.0
20120314,0.0
20120315,0.0
20120316,1.0
20120317,0.0
20120318,0.0
20120319,0.0
20120320,5.9
20120321,6.6
20120322,0.0
20120323,0.0
20120324,0.0
20120325,0.0
20120326,0.0
20120327,0.0
20120328,0.0
20120329,0.0
20120330,0.0
20120331,0.0
20120401,0.0
20120402,0.0
20120403,5.2
20120404,1.0
20120405,4.3
20120406,1.4
20120407,0.0
20120408,0.0
20120409,0.0
20120410,1.4
20120411,0.0
20120412,0.1
20120413,2.4
20120414,1.2
20120415,0.0
20120416,0.0
20120417,0.0
20120418,0.0
20120419,0.2
20120420,0.0
20120421,1.7
20120422,0.0
20120423,0.7
20120424,0.0
20120425,0.0
20120426,0.0
20120427,0.1
20120428,2.6
20120429,12.2
20120430,1.3
20120501,0.0
20120502,0.0
20120503,0.1
20120504,1.1
20120505,0.0
20120506,0.0
20120507,0.6
20120508,0.3
20120509,0.0
20120510,0.0
20120511,0.0
20120512,0.8
20120513,0.0
20120514,0.0
20120515,0.0
20120516,0.0
20120517,0.0
20120518,0.0
20120519,1.6
20120520,0.0
20120521,0.0
20120522,0.0
20120523,0.0
20120524,0.0
20120525,0.0
20120526,0.0
20120527,0.0
20120528,0.0
20120529,0.1
20120530,0.0
20120531,0.0
20120601,2.8
20120602,5.7
20120603,0.0
20120604,0.0
20120605,0.0
20120606,0.0
20120607,0.0
20120608,0.0
20120609,0.0
20120610,0.0
20120611,0.0
20120612,0.0
20120613,0.0
20120614,0.0
20120615,0.0
20120616,0.0
20120617,0.0
20120618,13.8
20120619,13.7
20120620,0.0
20120621,0.0
20120622,0.0
20120623,0.0
20120624,0.0
20120625,0.0
20120626,0.0
20120627,10.9
20120628,0.0
20120629,0.0
20120630,0.0
20120701,0.0
20120702,0.0
20120703,0.0
20120704,0.9
20120705,0.0
20120706,0.0
20120707,0.0
20120708,0.0
20120709,0.0
20120710,0.0
20120711,0.0
20120712,0.0
20120713,0.0
20120714,0.0
20120715,0.0
20120716,0.0
20120717,0.0
20120718,0.0
20120719,0.0
20120720,0.0
20120721,0.0
20120722,0.0
20120723,0.0
20120724,0.1
20120725,0.0
20120726,0.0
20120727,1.6
20120728,0.0
20120729,0.0
20120730,0.0
20120731,0.0
20120801,0.0
20120802,0.0
20120803,0.0
20120804,0.0
20120805,0.8
20120806,0.0
20120807,0.0
20120808,0.0
20120809,0.0
20120810,0.0
20120811,0.0
20120812,0.0
20120813,0.0
20120814,0.0
20120815,0.0
20120816,0.0
20120817,0.0
20120818,0.0
20120819,0.2
20120820,0.0
20120821,0.0
20120822,0.0
20120823,0.0
20120824,0.0
20120825,0.0
20120826,0.0
20120827,0.0
20120828,0.0
20120829,0.0
20120830,0.0
20120831,0.0
20120901,0.0
20120902,0.0
20120903,0.0
20120904,0.0
20120905,0.0
20120906,0.0
20120907,0.0
20120908,0.0
20120909,0.0
20120910,2.7
20120911,0.0
20120912,0.0
20120913,0.0
20120914,0.0
20120915,0.0
20120916,0.0
20120917,0.0
20120918,0.0
20120919,0.0
20120920,0.0
20120921,0.0
20120922,0.0
20120923,0.4
20120924,0.0
20120925,0.0
20120926,0.9
20120927,0.3
20120928,18.4
20120929,0.0
20120930,0.0
20121001,0.0
20121002,0.0
20121003,0.0
20121004,0.0
20121005,0.0
20121006,0.0
20121007,0.0
20121008,0.0
20121009,0.0
20121010,8.5
20121011,0.2
20121012,0.0
